,object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target,maxsigma,fracmaxsigma,undersigma,fracunder,ls_frequency,ls_power,micro_t0,micro_te,micro_wings,micro_chi2,n_datapoints,stds,median,median_err,microbase,microamp
1011,171194,347.013428,-62.508568000000004,321.472056,-50.73533,1,0.0498,0.0301,0.0126,35.5981,0.018000000000000002,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1012,172164,0.574468,-45.98114,327.041068,-68.778764,1,0.4417,0.4427,0.0239,41.9455,0.006,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1013,172231,347.013428,-62.508568000000004,321.472056,-50.73533,1,0.4471,0.4104,0.0175,41.7506,0.018000000000000002,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1014,172461,0.949367,-45.586655,326.991548,-69.25168599999999,1,0.0,0.0,0.0,,0.013000000000000001,16,3.8143628461910204,0.011396011396011397,-29.96841162697057,0.09971509971509972,1.6690757708157031,0.38141595507847287,59872.282519223256,74.39637549440835,0.8768162752842941,29878.131500255306,351.0,[ 2.68093788 17.75630849 19.24267833 17.04111062 11.61719718  8.61292085],[ 1.910216  18.4854155 20.8433715 15.3304465 10.0302785  4.323613 ],[1.994417  1.320809  1.177526  1.7221065 2.3873175 5.465804 ],[ 1.34412108  6.48419748 10.20541478  6.33616702  3.70029055  3.53643021],[ 0.50894181 14.4370508  13.25925    10.73287149  7.65882576  0.611138  ]
1015,172825,1.7234040000000002,-45.98114,325.117958,-69.180825,1,0.5161,0.5832,0.0296,42.6641,0.01,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1016,172861,150.996094,4.181528,235.291975,43.970869,1,0.6568,0.6686,0.0345,43.0253,0.015,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1017,173059,352.398651,-62.696659,318.017427,-51.967966,1,0.2911,0.2265,0.116,40.2597,0.02,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1018,173317,33.222656,-4.7801919999999996,167.51565300000001,-60.396584,1,0.1632,2.6058,1.2349,46.6569,0.018000000000000002,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1019,173500,347.617462,-62.508568000000004,321.121462,-50.904708,1,1.2995,1.0813,0.1509,44.3101,0.019,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1020,173708,1.363636,-46.768478,324.669342,-68.371416,1,0.5012,0.5042,0.0078,42.2832,0.008,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1021,174258,150.117188,2.836105,236.12471800000003,42.483719,1,0.1418,2.6773,0.9698,46.728,0.016,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1022,174836,150.46875,1.6415099999999998,237.714575,42.075234,1,0.0,0.0,0.0,,0.017,65,16.22003130544138,0.0392156862745098,-2.4120043574844314,0.0,11.608766944540807,0.10147216256985495,60017.5057189476,0.000701311275656207,1.4957457462242232,421.40426859972246,255.0,[2.10294959 2.11873834 2.63536837 3.072246   7.36757448 6.23365296],[-1.0187365 -0.25245   -1.059569   0.379404   0.23859   -0.002377 ],[1.9212715 1.318854  1.407379  2.13584   3.073813  6.714572 ],[-0.66559861 -0.31330312 -0.68941625  0.62411815 -0.38939728 -0.21771402],"[0.00000000e+00 1.31859571e+13 1.13721788e+13 7.31169955e+12
 9.20224684e+13 3.20238519e+13]"
1023,174968,1.363636,-46.768478,324.669342,-68.371416,1,0.4237,2.8411,1.1838,46.8837,0.008,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1024,174980,34.277344,-5.079716,169.526841,-59.95664,1,0.0,0.0,0.0,,0.019,16,7.566928155887324,0.028391167192429023,-56.89691312254449,0.0914826498422713,3.0421194466680594,0.09300152345407177,60177.4844746005,562.6151869425166,4.302723660361025,21653.774217822687,317.0,"[ 21.23891084 181.39286964 243.09737761 138.92939265 114.05972484
  49.77914203]",[-0.289126  -0.9655375 -4.139201   1.702419  -5.251567   0.01437  ],[17.106183  19.9146    14.8821645 14.463737  12.04527   14.631062 ],"[ -25.43997148 -206.40238921 -338.53448446 -219.29546788 -197.64421381
 -109.91897674]","[ 28.0762664  201.51156578 296.93298126 234.82663009 193.05487178
 125.61094232]"
1025,175105,346.276581,-64.011238,320.448031,-49.344136,1,0.0,0.0,0.0,,0.019,65,43.57543329292349,0.017045454545454544,-2.5406140696371615,0.0,0.6778514249929297,0.029596856268492136,60197.22572306478,0.002228108452277768,1.3851614528226963,982.2585901004363,352.0,[ 7.06896939  2.12567336  1.81464329  2.49453983 14.03281311  8.0736251 ],[ 0.527545  -0.0060115 -0.0263975  0.047033   0.679791   0.068549 ],[2.130294  1.2984045 1.252445  1.9226285 2.732238  6.366182 ],[ 1.13102511  0.11949198  0.096403    0.23468597  0.78129038 -0.31531756],"[       0.                0.           874676.7150105   5268919.746688
 31537716.24712374  4825422.23209425]"
1026,175185,32.871094,-4.7801919999999996,166.95949299999998,-60.615131999999996,1,0.3289,0.3286,0.0217,41.1846,0.017,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1027,175409,52.207031,-28.29155,224.208534,-55.30015699999999,1,0.1721,0.2154,0.0195,40.137,0.006999999999999999,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1028,175477,53.085938,-27.784405,223.52550899999997,-54.460747999999995,1,0.154,0.1424,0.0109,39.1423,0.006999999999999999,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1029,175824,347.013428,-62.508568000000004,321.472056,-50.73533,1,0.0,0.0,0.0,,0.018000000000000002,65,36.53902924859359,0.028409090909090908,-3.1735641254086646,0.002840909090909091,9.717320048071022,0.03474389045295991,60628.44943051957,0.001024091136053367,1.7512373016256548,2774.070906747208,352.0,[16.91079101  2.2013031   1.84063413  1.99818854  5.13767779  7.51635969],[ 0.787774  -0.0541425  0.069727  -0.104001   0.610648  -0.61992  ],[2.116853  1.2992275 1.2503345 1.908342  2.688572  6.211411 ],[ 1.45285297  0.01875347  0.01963415 -0.14310335  0.05976634 -0.6681626 ],"[2.01315025e+16 2.58092769e+14 1.99664107e+14 7.90326002e+13
 1.26034703e+14 1.28471349e+14]"
1030,175907,149.589844,3.583322,234.885369,42.474696,1,1.2673,1.0906,0.1049,44.3332,0.024,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1031,175935,352.711273,-63.823657999999995,316.922299,-51.059403,1,0.3972,0.4181,0.0438,41.798,0.024,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1032,176060,1.7234040000000002,-45.98114,325.117958,-69.180825,1,0.4709,0.4626,0.7748,42.0592,0.01,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1033,176219,352.711273,-63.823657999999995,316.922299,-51.059403,1,0.1938,0.2003,0.009,39.9605,0.024,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1034,176224,1.7234040000000002,-45.98114,325.117958,-69.180825,1,0.2562,0.3819,0.934,41.566,0.01,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1035,176246,152.050781,3.2843690000000003,237.15737400000003,44.318466,1,0.0,0.0,0.0,,0.019,92,243.18683364558586,0.49019607843137253,-1.2921768202625004,0.0,1.6864098974113455,0.5968509975502282,117414.45819769608,69.31020219671028,0.2638835978096805,4817934.459149541,255.0,"[ 426.84429624 3145.09319483 2863.79783702 2222.23355523 1847.94517533
 1838.97958914]","[  58.7878875 -863.704224  -591.501648  -455.35379   -201.600266
  505.401337 ]",[ 5.9550775  8.717619   9.183228   8.596657   8.659499  12.505082 ],"[ -5472.28478747 -15421.17112884  -8994.84678     -8731.99021791
 -16671.07593455 -15213.64719309]","[2.30910549e+15 6.24378777e+15 3.58468140e+15 3.53030006e+15
 6.93416977e+15 6.38250747e+15]"
1036,176303,352.711273,-63.823657999999995,316.922299,-51.059403,1,0.4718,0.3531,1.2957,41.3666,0.024,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1037,176675,346.65518199999997,-63.260487,320.952196,-50.040935,1,0.2479,0.2441,0.0104,40.4436,0.019,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1038,176687,358.3125,-44.993881,332.185785,-68.685906,1,0.1057,0.224,0.99,40.2324,0.009000000000000001,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1039,176756,150.292969,2.6867240000000003,236.42748799999998,42.541447,1,0.0,0.0,0.0,,0.016,16,2.1926650445329456,0.0,-109.28160373535096,0.054901960784313725,6.8159602965311255,0.0709556297726525,60419.21457173103,222.4129589861492,-0.019617471187756842,57957.72040302584,255.0,[11.79907552 54.95808411 61.57963775 33.42223854  2.24710106 13.30522813],[-0.751118 -0.505042  0.376333  0.205112  0.356587 -0.899538],[2.8178885 2.654544  2.068634  2.391805  2.957593  6.017909 ],"[ -2.81474405 -24.48403236  -6.88137432  -9.27528615   0.38811774
  -1.67910077]",[ 0.         25.72843519  0.         10.16276515  0.          0.        ]
1040,177141,349.615387,-63.636005000000004,318.92724599999997,-50.506541999999996,1,0.2702,0.2621,0.0224,40.6186,0.018000000000000002,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1041,177149,53.085938,-28.122234000000002,224.10090899999997,-54.509752,1,0.3162,0.3103,0.0124,41.0402,0.006999999999999999,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1042,177211,359.415588,-46.768478,327.729895,-67.686097,1,1.4299,1.1999,0.1832,44.5897,0.009000000000000001,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1043,177291,1.7532470000000002,-46.768478,324.030235,-68.498041,1,0.8075,0.7996,0.0342,43.5012,0.013999999999999999,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1044,177297,352.398651,-62.696659,318.017427,-51.967966,1,0.2797,2.3777,1.2418,46.4155,0.02,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1045,177475,150.117188,2.836105,236.12471800000003,42.483719,1,0.8078,0.8083,0.0172,43.5302,0.016,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1046,177557,52.207031,-26.610097999999997,221.298836,-55.042928,1,1.8768,1.9115,0.1669,45.8368,0.013999999999999999,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1047,177627,358.648071,-46.37508,329.462659,-67.716008,1,0.3922,0.344,0.1009,41.3,0.009000000000000001,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1048,177697,54.66796899999999,-27.615883,223.61078500000002,-53.05084,1,0.0,0.0,0.0,,0.009000000000000001,65,6.807416498650425,0.008571428571428572,-3.0404293390422326,0.002857142857142857,10.345305328645756,0.06485124494591742,60293.333094144735,0.43459432598601466,1.66341872465867,497.9049487400668,350.0,[2.51621306 1.72484601 1.43680814 1.71127678 3.0405219  6.0308584 ],[-0.083806   0.1495215 -0.0670675  0.194763   0.4328055 -1.2572225],[1.839082 0.984653 1.016609 1.64072  2.289618 5.289127],[-0.10908308  0.14435971  0.08303909  0.09912038  0.03408143 -1.00122973],"[  10.9301628     0.            0.          357.19788845  276.59953795
 2519.87892529]"
1049,177808,150.117188,3.7328339999999995,235.120533,42.993809000000006,1,0.1237,0.1682,0.0648,39.5395,0.02,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1050,177812,349.429535,-62.508568000000004,320.039643,-51.393745,1,0.1732,0.1749,0.0146,39.6324,0.02,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1051,177970,346.130127,-63.07261999999999,321.42310299999997,-50.042305,1,0.349,0.3189,0.0341,41.1091,0.02,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1052,178529,1.694561,-45.191612,326.278557,-69.858253,1,0.2821,0.2624,0.0239,40.6219,0.011000000000000001,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1053,178550,346.5625,-63.448283999999994,320.82472,-49.866957,1,0.6902,0.7087,0.033,43.1798,0.021,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1054,178664,51.328125,-27.447618,222.535046,-55.950727,1,0.2884,0.3054,0.9093,41.0001,0.013000000000000001,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1055,178764,347.861847,-61.943836,321.519104,-51.424048,1,0.127,0.2688,0.6249,40.6818,0.017,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1056,178859,349.16058300000003,-64.760857,318.21970600000003,-49.458923999999996,1,0.2316,0.2316,0.0404,40.3139,0.02,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1057,179639,349.966217,-62.696659,319.54298900000003,-51.376556,1,0.0,0.0,0.0,,0.021,16,3.3188895958943267,0.011363636363636364,-128.28816883592998,0.09090909090909091,6.835163997586144,0.09295327790075356,59840.50149156229,118.20453946739438,0.021334340264295187,152093.6594365046,352.0,"[ 12.27615062 122.70809333  82.26583698  20.97454484  31.33355812
  10.66258168]",[-0.895966  -1.525723  -0.637132  -0.139219  -0.8085955 -1.397289 ],[2.887278  2.502927  1.9479825 2.1954845 2.755395  6.099204 ],"[ -3.88236603 -40.61267543 -16.52208154  -3.14014233 -12.71045416
  -3.69266841]",[ 0.         44.89030711  0.          3.54611543  5.46749559  4.09111598]
1058,179685,53.96484399999999,-28.630989000000003,225.14295,-53.813613000000004,1,0.0,0.0,0.0,,0.009000000000000001,65,125.87019657980969,0.054285714285714284,-2.027158311748956,0.0,5.359323616155058,0.075284486802397,60581.21454778372,0.42447882950911864,1.4927870708088367,15255.269374680984,350.0,[ 2.17141513 20.86588201 28.36145299 20.27362723 20.08912596 11.91967675],[-0.3559075  0.146074   0.599976   0.2376555  0.325799   1.8971475],[1.841553  0.9800865 1.009186  1.607234  2.2349885 5.1649745],[-0.02669977  1.22559148  1.17239069  3.46967416  3.58599463  3.28331341],"[  5.72650612 155.40252129 212.80087712 111.5512276   61.23675816
  38.55424795]"
1059,179813,53.085938,-27.111859999999997,222.38429100000002,-54.355086,1,0.2025,0.193,0.0133,39.8703,0.006999999999999999,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1060,179834,2.097458,-45.783966,324.73784,-69.478613,1,0.4553,0.4428,0.712,41.9458,0.011000000000000001,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1061,179877,52.207031,-26.610097999999997,221.298836,-55.042928,1,0.3368,0.4248,0.2206,41.8389,0.013999999999999999,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1062,180090,33.574219,-5.079716,168.448505,-60.40721800000001,1,0.1397,0.1303,0.0185,38.9333,0.016,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1063,180224,349.429535,-62.508568000000004,320.039643,-51.393745,1,0.3504,0.36,0.028,41.4152,0.02,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1064,180288,349.285706,-62.884678,319.786163,-51.046461,1,0.7731,0.6929,0.0556,43.12,0.018000000000000002,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1065,180290,359.44671600000004,-44.20153,331.730015,-69.805709,1,0.6048,0.6686,0.0252,43.0253,0.01,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1066,180852,151.347656,3.583322,236.252362,43.918627,1,0.0,0.0,0.0,,0.015,65,15.619633229253704,0.047058823529411764,-2.890531723254522,0.0,5.041678767054567,0.13710303567459523,60386.29176232688,8.248040348740496,0.00022439480986591797,693.5656023760389,255.0,[2.19325007 2.64796402 4.61398214 2.85396214 5.92859431 7.97768615],[0.4056835 0.331886  0.917179  0.299726  0.392828  0.328383 ],[1.895184 1.291461 1.368724 1.98514  2.841397 6.157094],[0.48372898 0.18005458 0.46946918 0.14563802 1.32743034 1.02484823],[ 3.95497853  7.4466355   7.42549234  7.03089101  4.96602342 11.88832513]
1067,180994,34.453125,-5.229529,169.987075,-59.956185,1,0.4323,0.451,0.0216,41.9937,0.019,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1068,181003,358.665253,-45.783966,330.353593,-68.203652,1,0.6881,0.7495,0.0478,43.3286,0.009000000000000001,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1069,181046,150.644531,3.583322,235.698235,43.342784,1,0.7043,0.6996,0.0122,43.1456,0.018000000000000002,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.]
1070,181598,149.414062,1.940072,236.565366,41.393322999999995,1,0.0,0.0,0.0,,0.018000000000000002,16,27.853409604631338,0.34901960784313724,-52.3665545911094,0.14901960784313725,0.4524628511267379,0.24343165146306484,67129.4483056619,95.61055321274594,0.9547636536998663,993231.1210703477,255.0,"[  52.18878306  777.39660152 1021.9021961   867.85261867  604.98688805
  272.31521249]",[ 10.9856135 183.648697  276.994659  249.529221  180.920425   87.127396 ],[4.168912 5.734913 5.038591 5.401713 5.13671  7.771669],"[ -79.10977001   88.48065939  144.74091625  146.26019417   99.20984015
 -109.65402466]","[7.66952118e+08 5.43258438e+07 5.29143490e+08 1.92848614e+08
 3.56032252e+07 1.11285805e+09]"
